kind,etag,id,snippet.title,snippet.description,snippet.customUrl,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,snippet.country,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount
youtube#channel,g6LsVHExSVv59EEZnxGk_t4-UoI,UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,"HUM TV is Pakistan’s Premier Entertainment channel, providing quality entertainment and exceptional dramas, for viewers across the globe. Home of numerous epic dramas, opulent fashion shows and astounding Award spectacles, HUM TV has become one the most esteemed network of Pakistan for more than a decade. 

Subscribe to our YouTube channel and join our community of millions from around the world, to stay tuned for endless entertainment, feature films, shows, and much more.
",@humtv,2011-05-25T15:15:07Z,https://yt3.ggpht.com/OZT5Uprp0zQxZv7_Co0WQ8KHJEGnjpWWUgeDSANdjWOduVacF_g-qeTWXbq_PJ4hRlhBXp8m=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/OZT5Uprp0zQxZv7_Co0WQ8KHJEGnjpWWUgeDSANdjWOduVacF_g-qeTWXbq_PJ4hRlhBXp8m=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/OZT5Uprp0zQxZv7_Co0WQ8KHJEGnjpWWUgeDSANdjWOduVacF_g-qeTWXbq_PJ4hRlhBXp8m=s800-c-k-c0x00ffffff-no-rj,800,800,HUM TV,"HUM TV is Pakistan’s Premier Entertainment channel, providing quality entertainment and exceptional dramas, for viewers across the globe. Home of numerous epic dramas, opulent fashion shows and astounding Award spectacles, HUM TV has become one the most esteemed network of Pakistan for more than a decade. 

Subscribe to our YouTube channel and join our community of millions from around the world, to stay tuned for endless entertainment, feature films, shows, and much more.
",PK,,UUEeEQxm6qc_qaTE7qTV5aLQ,34055994522,40200000,False,145746
